make,model,variant,fuel_type,cc,seating_capacity,output
BMW,6 SERIES CONVERTIBLE,650i Dynamic Package,Petrol,"4,799",5,1110510407
BMW,6 SERIES CONVERTIBLE,650i Innovation Package,Petrol,"4,799",5,1110510408
BMW,6 SERIES COUPE,640d,Diesel,"2,993",4,1110510501
BMW,6 SERIES COUPE,640d Gran Coupe,Petrol,"2,993",5,1110510502
BMW,6 SERIES COUPE,645 CI,Petrol,"4,398",4,1110510503
BMW,6 SERIES COUPE,650i,Petrol,"4,799",5,1110510504
BMW,6 SERIES COUPE,650i 4.4,Petrol,"4,395",5,1110510505
BMW,6 SERIES COUPE,650i Dynamic + Innovation Pac,Petrol,"4,799",5,1110510506
BMW,6 SERIES COUPE,650i Dynamic Package,Petrol,"4,799",5,1110510507
BMW,6 SERIES COUPE,650i Innovation Package,Petrol,"4,799",5,1110510508
BMW,6 SERIES,Gran Coupe,Petrol,"4,395",4,1110510601
BMW,6 SERIES,GT 630 I Sport Line,Petrol,"1,998",4,1110510602
BMW,6 SERIES,GT 630 d Luxury Line,Diesel,"2,993",4,1110510603
BMW,6 SERIES,GT 630 d M Sport,Diesel,"2,993",4,1110510604
BMW,6 SERIES,GT 630 I Luxury Line,Petrol,"1,998",4,1110510605
BMW,6 SERIES,GT 620 D Luxury Line,Diesel,"1,995",4,1110510606
BMW,6 SERIES,GT 630 I Sport Line,Petrol,"1,998",5,1110510607
BMW,6 SERIES,GT 630 d Luxury Line,Diesel,"2,993",5,1110510608
BMW,6 SERIES,GT 630 d M Sport,Diesel,"2,993",5,1110510609
BMW,6 SERIES,GT 630 I Luxury Line,Petrol,"1,998",5,1110510610
BMW,6 SERIES,GT 620 d Luxury Line,Diesel,"1,995",5,1110510611
BMW,6 SERIES,GT 630i M Sport,Petrol,"1,998",4,1110510612
BMW,6 SERIES,GT 630i M Sport Jahre M Edtn,Petrol,"1,998",5,1110510613
BMW,7 SERIES,728i,Petrol,"2,793",5,1110510701
BMW,7 SERIES,730Ld Customised,Diesel,"2,993",5,1110510702
BMW,7 SERIES,730Ld,Diesel,"2,993",5,1110510703
BMW,7 SERIES,730Ld CKD,Diesel,"2,993",5,1110510704
BMW,7 SERIES,730Ld Corporate Edition,Diesel,"2,993",5,1110510705
BMW,7 SERIES,730Ld Design Pure Excellence,Diesel,"5,972",5,1110510706
BMW,7 SERIES,730Ld DPE Signature,Diesel,"5,972",5,1110510707
BMW,7 SERIES,730Ld Innovation + Luxury Pac,Diesel,"2,993",5,1110510708
BMW,7 SERIES,730Ld Innovation Package,Diesel,"2,993",5,1110510709
BMW,7 SERIES,730Ld Limousine,Diesel,"2,993",5,1110510710
BMW,7 SERIES,730Ld Luxury Package,Diesel,"2,993",5,1110510711
BMW,7 SERIES,730Ld M Sport,Diesel,"5,972",5,1110510712
BMW,7 SERIES,730Ld M Sport Plus,Diesel,"5,972",5,1110510713
BMW,7 SERIES,735Li,Petrol,"3,600",5,1110510714
BMW,7 SERIES,740Li,Petrol,"2,979",5,1110510715
BMW,7 SERIES,740Li DPE Signature,Petrol,"2,998",5,1110510716
BMW,7 SERIES,740Li 4.0,Petrol,"4,000",5,1110510717
BMW,7 SERIES,740Li Innovation + Luxury Pac,Petrol,"2,979",5,1110510718
BMW,7 SERIES,740Li Innovation Package,Petrol,"2,979",5,1110510719
BMW,7 SERIES,740Li Luxury Package,Petrol,"2,979",5,1110510720
BMW,7 SERIES,750Li M Sport N63 4.4,Petrol,"4,395",5,1110510721
BMW,7 SERIES,750Li,Petrol,"4,395",5,1110510722
BMW,7 SERIES,750Li M Sport CBU,Petrol,"5,972",5,1110510723
BMW,7 SERIES,750Li Customised,Petrol,"4,395",5,1110510724
BMW,7 SERIES,750Li Design Pure Excellence,Petrol,"5,972",5,1110510725
BMW,7 SERIES,750Li Innovation + Luxury Pac,Petrol,"4,395",5,1110510726
BMW,7 SERIES,750Li Innovation Package,Petrol,"4,395",5,1110510727
BMW,7 SERIES,750Li Luxury Package,Petrol,"4,395",5,1110510728
BMW,7 SERIES,760Li Bulletproof,Petrol,"5,972",5,1110510729
BMW,7 SERIES,760Li,Petrol,"5,972",5,1110510730
BMW,7 SERIES,760Li Innovation + Luxury Pac,Petrol,"5,972",5,1110510731
BMW,7 SERIES,760Li Innovation Package,Petrol,"5,972",5,1110510732
BMW,7 SERIES,760Li Luxury Package,Petrol,"5,972",5,1110510733
BMW,7 SERIES,745Li,Petrol,"4,398",5,1110510734
BMW,7 SERIES,730Ld CKD DPE Signature,Diesel,"2,993",5,1110510736
BMW,7 SERIES,730Ld M Sports Plus,Diesel,"2,993",5,1110510737
BMW,7 SERIES,M 760Li xDrive,Petrol,"5,972",5,1110510738
BMW,7 SERIES,745Li Hybrid,Petrol,"2,998",4,1110510739
BMW,7 SERIES,740 LI M SPORTS,Petrol,"2,998",5,1110510740
BMW,7 SERIES,730 LD,Diesel,"2,979",5,1110510741
BMW,GRAN TURISMO,4.2 V8,Petrol,"4,244",4,1110510801
BMW,GRAN TURISMO,4.7 (AT),Petrol,"4,691",4,1110510802
BMW,GRAN TURISMO,GT 530d,Diesel,"2,993",5,1110510803
BMW,GRAN TURISMO,S,Petrol,"4,691",4,1110510804
BMW,GRAN TURISMO,4.7 S (AT),Petrol,"4,691",4,1110510805
BMW,Gran Turismo,GT 530d (Imported),Diesel,"2,993",5,1110510806
BMW,GRAN TURISMO,GT 630i Sport Line,Petrol,"1,998",4,1110510811
BMW,GRAN TURISMO,GT 630d Luxury Line,Diesel,"2,993",4,1110510812
BMW,GRAN TURISMO,GT 630d M Sport,Diesel,"2,993",4,1110510813
BMW,GRAN TURISMO,GT 630i Luxury Line,Petrol,"1,998",4,1110510814
BMW,GRAN TURISMO,GT 320d,Diesel,"1,995",5,1110510815
BMW,GRAN TURISMO,2.0 Diesel Luxury Line,Diesel,"1,995",5,1110510816
BMW,GRAN TURISMO,2.0 Diesel Luxury Line,Diesel,"1,995",5,1110510817
BMW,GRAN TURISMO,GT 330i Luxury Line,Petrol,"1,998",5,1110510818
BMW,GRAN TURISMO,GT 330i M Sport,Petrol,"1,998",5,1110510819
BMW,GRAN TURISMO,GT 320d Luxury Line,Diesel,"1,995",5,1110510820
BMW,GRAN TURISMO,GT 320d Sports Line,Diesel,"1,995",5,1110510821
BMW,GRAN TURISMO,GT 320i Luxury Line Plus,Petrol,"1,998",5,1110510822
BMW,i8,Hybrid,Petrol,"1,499",4,1110510901
BMW,M MODELS,Individual M5,Petrol,"4,999",5,1110511001
BMW,M MODELS,M3 Convertible,Petrol,"3,999",5,1110511002
BMW,M MODELS,M3 Convertible Advanced,Petrol,"3,999",5,1110511003
BMW,M MODELS,M3 Coupe,Petrol,"3,999",5,1110511004
BMW,M MODELS,M3 Coupe Advanced,Petrol,"3,999",5,1110511005
BMW,M MODELS,M5,Petrol,"4,999",5,1110511006
BMW,M MODELS,M6 Convertible,Petrol,"4,799",5,1110511007
BMW,M MODELS,M6 Convertible 4.4,Petrol,"4,395",5,1110511008
BMW,M MODELS,M6 Convertible Individual,Petrol,"4,799",5,1110511009
BMW,M MODELS,M6 Coupe,Petrol,"4,799",5,1110511010
BMW,M MODELS,M6 Coupe 4.4,Petrol,"4,395",5,1110511011
BMW,M MODELS,M6 Coupe Individual,Petrol,"4,799",5,1110511012
BMW,M MODELS,M3 Sedan,Petrol,"2,979",5,1110511013
BMW,M MODELS,M2 Competiton,Petrol,"2,979",5,1110511014
BMW,M MODELS,M8 Gran Coupe,Petrol,"4,395",4,1110511015
BMW,M3,M3,Petrol,"4,395",4,1110511101
BMW,M4,Coupe,Petrol,"2,979",4,1110511201
BMW,M5,M5,Petrol,"4,395",4,1110511301
BMW,M5,Competition,Petrol,"2,998",4,1110511302
BMW,M6,Gran Coupe,Petrol,"4,395",4,1110511401
BMW,M760Li,xDrive,Petrol,"5,972",5,1110511501
BMW,M760Li,xDrive V12 Excellence,Petrol,"5,972",5,1110511502
BMW,X1,sDrive20d Expedition,Diesel,"1,995",5,1110511601
BMW,X1,sDrive20d M Sport,Diesel,"1,995",5,1110511602
BMW,X1,sDrive20d xLine,Diesel,"1,995",5,1110511603
BMW,X1,sDrive20i xLine,Petrol,"1,995",5,1110511604
BMW,X1,xDrive 20d M Sport,Diesel,"1,995",5,1110511605
BMW,X1,SDrive 20i x line AT,Petrol,"1,998",5,1110511606
BMW,X1,Xdrive 20d xline,Diesel,"1,995",5,1110511607
BMW,X1 SERIES,X1 sDrive 18i,Petrol,"1,995",5,1110511701
BMW,X1 SERIES,X1 sDrive 20d,Diesel,"1,995",5,1110511702
BMW,X1 SERIES,X1 sDrive 20d CBU,Petrol,"1,995",5,1110511703
BMW,X1 SERIES,X1 sDrive 20d Cool Elegance,Diesel,"1,995",5,1110511704
BMW,X1 SERIES,X1 sDrive 20d CorporateED,Diesel,"1,995",5,1110511705
BMW,X1 SERIES,X1 sDrive 20d Exclusive,Diesel,"1,995",5,1110511706
BMW,X1 SERIES,X1 sDrive20d Highline,Diesel,"1,995",5,1110511707
BMW,X1 SERIES,X1 sDrive20d Innovation,Diesel,"1,995",5,1110511708
BMW,X1 SERIES,X1 sDrive20i SportX,Petrol,"1,998",5,1110511709
BMW,X3,xDrive20d Expedition,Diesel,"1,995",5,1110511801
BMW,X3,xDrive20d xLine,Diesel,"1,995",5,1110511802
BMW,X3,xDrive20i xLine,Petrol,"1,998",5,1110511803
BMW,X3,XDRIVE 20D LUXURY LINE,Diesel,"1,995",5,1110511805
BMW,X3,xDrive30i Luxury Line,Petrol,"1,998",5,1110511806
BMW,X3,xDrive 20d Edition Luxury,Diesel,"1,995",5,1110511807
BMW,X3 SERIES,2.0d X3,Diesel,"1,995",5,1110511901
BMW,X3 SERIES,2.0d X3 Advantage,Diesel,"1,995",5,1110511902
BMW,X3 SERIES,2.5 X3 Si,Petrol,"2,497",5,1110511903
BMW,X3 SERIES,3.0 X3 Si,Petrol,"2,987",5,1110511904
BMW,X3 SERIES,3.0d X3,Diesel,"2,993",5,1110511905
BMW,X3 SERIES,M Sport,Diesel,"2,993",5,1110511906
BMW,X3 SERIES,xDrive30i SportX Plus,Petrol,"1,998",5,1110511907
BMW,X3 SERIES,xDrive30i M Sport,Petrol,"1,998",5,1110511908
BMW,X5,xDrive 30d Design PureEP,Diesel,"2,993",7,1110512001
BMW,X5,xDrive 30d Design PureEP,Diesel,"2,993",5,1110512002
BMW,X5,xDrive 30d Expedition,Diesel,"2,993",5,1110512003
BMW,X5,xDrive 30d M Sport,Diesel,"2,993",5,1110512004
BMW,X5,xDrive 35i Design Pure Exp 5S,Petrol,"2,979",5,1110512005
BMW,X5,xDrive 30d Xline,Diesel,"2,993",5,1110512006
BMW,X5 M,xDrive 30i Expedition,Petrol,"4,395",5,1110512101
BMW,X5 SERIES,3.0d 1,Diesel,"2,993",5,1110512201
BMW,X5 SERIES,3.0d 2,Diesel,"2,993",5,1110512202
BMW,X5 SERIES,3.0d X5,Diesel,"2,993",5,1110512203
BMW,X5 SERIES,3.0d X5 7STR,Diesel,"2,993",7,1110512204
BMW,X5 SERIES,3.0d X5 FF42 7STR,Diesel,"2,993",7,1110512205
BMW,X5 SERIES,3.0d X5 Highline,Diesel,"2,993",5,1110512206
BMW,X5 SERIES,3.0d X5 Luxury Package,Diesel,"2,993",5,1110512207
BMW,X5 SERIES,3.0d X5 SAV,Diesel,"2,993",7,1110512208
BMW,X5 SERIES,3.0i X5 RHD,Petrol,"2,979",5,1110512209
BMW,X5 SERIES,X5 4.4i,Petrol,"4,398",4,1110512210
BMW,X5 SERIES,X5 4.8i,Petrol,"4,799",5,1110512211
BMW,X5 SERIES,X5 4.8i 7STR,Petrol,"4,799",7,1110512212
BMW,X5 SERIES,X5 50i 5STR,Petrol,"4,395",5,1110512213
BMW,X5 SERIES,X5 50i 5STRLuxury Package,Petrol,"4,395",5,1110512214
BMW,X5 SERIES,X5 50i Fully Loaded 5STR,Petrol,"4,395",5,1110512215
BMW,X5 SERIES,X5 xDrive 30D (Options),Diesel,"2,993",5,1110512216
BMW,X5 SERIES,xDrive 50i Options,Petrol,"4,395",5,1110512217
BMW,X5 SERIES,3.0d X5 SAV,Diesel,"2,993",5,1110512218
BMW,X5 SERIES,X5 xDrive 30D (IMPORTED),Diesel,"2,993",5,1110512219
BMW,X5 SERIES,X5 xDrive RHD CBU (IMPORTED),Petrol,"4,395",5,1110512220
BMW,X5 SERIES,xDrive 40i M Sport,Petrol,"2,998",5,1110512221
BMW,X6,xDrive 40d M Sport,Diesel,"2,993",4,1110512301
BMW,X6 M,4.4 V8 4X4,Petrol,"4,395",5,1110512401
BMW,X6 M,X6 M,Petrol,"4,395",5,1110512402
BMW,X6 SERIES,x Drive 30d,Diesel,"2,993",5,1110512501
BMW,X6 SERIES,x Drive 35D,Diesel,"2,993",5,1110512502
BMW,X6 SERIES,x Drive 40d,Diesel,"2,993",5,1110512503
BMW,X6 SERIES,x Drive 5.0i,Petrol,"4,395",5,1110512504
BMW,X6 SERIES,x Drive 35i M Sport,Petrol,"2,979",5,1110512505
BMW,X6 SERIES,xDrive40i M Sport,Petrol,"2,998",5,1110512506
BMW,Z3 Models,2.2 Roadster,Petrol,"2,171",2,1110512601
BMW,Z3 Models,Roadster,Petrol,"2,979",2,1110512602
BMW,Z4 Models,3.21 M Coupe,Petrol,"3,999",2,1110512701
BMW,Z4 Models,3.0i Roadster,Petrol,"2,997",2,1110512702
BMW,Z4 Models,sDrive35i,Petrol,"2,979",2,1110512703
BMW,Z4 Models,sDrive35i CBU,Petrol,"2,979",2,1110512704
BMW,Z4 Models,sDrive 20i,Petrol,"1,998",2,1110512705
BMW,Z4 Models,M40i,Petrol,"2,998",2,1110512706
BMW,Z4 ROADSTER,35i,Petrol,"2,979",2,1110512801
BMW,Z4 ROADSTER,35i DPT,Petrol,"2,979",2,1110512802
BMW,Z4 ROADSTER,2.0I,Petrol,"2,979",2,1110512803
BMW,X4,x Drive 20d M Sport X,Diesel,"1,995",5,1110512901
BMW,X4,x Drive 30d M Sport X,Diesel,"2,993",5,1110512902
BMW,X4,x Drive 30i M Sport X,Petrol,"1,998",5,1110512903
BMW,X7,x Drive 30d DPE Signature,Diesel,"2,993",5,1110513001
BMW,X7,x Drive 40i,Petrol,"2,998",5,1110513002
BMW,X7,x Drive 30d DPE,Diesel,"2,993",7,1110513003
BMW,X7,x Drive 30d DPE Signature,Diesel,"2,993",7,1110513004
BMW,X7,x Drive 40i,Petrol,"2,998",7,1110513005
BMW,X7,M50d,Diesel,"2,998",7,1110513006
BMW,X7,x Drive 30d DPE SIGNATURE,Diesel,"2,993",6,1110513007
BMW,X7,40i M Sport,Petrol,"2,998",6,1110513008
BMW,VINTAGE,VINTAGE,Petrol,"2,900",6,1110513101
BMW,IX40,Xdrive 40,Electric,1,5,1110513201
BMW,i4,eDrive40,Electric,1,5,1110513301
BMW,2 Series,220 d Gran Coupe Sport,Diesel,"1,995",5,1110514001
BMW,2 Series,Black Shadow Edition,Diesel,"1,995",5,1110514002
BMW,2 Series,220 I Gran Coupe M Sport,Petrol,"1,998",5,1110514003
MINI,MINI COOPER,1.6 Hatch,Diesel,"1,598",5,1110610101
MINI,MINI COOPER,1.4 D 5Door Hatch with (AT),Petrol,"1,496",5,1110610102
MINI,MINI COOPER CABRIO,1.6,Petrol,"1,598",5,1110610201
MINI,MINI COOPER CABRIO,2.0 SD,Diesel,"1,995",5,1110610202
MINI,MINI COOPER CONVERTIBLE,1.6 R57,Petrol,"1,598",5,1110610301
MINI,MINI COOPER CONVERTIBLE,1.6 R57,Diesel,"1,598",5,1110610302
MINI,MINI COOPER CONVERTIBLE,S,Petrol,"1,998",4,1110610303
MINI,MINI COOPER CONVERTIBLE,S COUNTRY Man,Petrol,"1,998",5,1110610304
MINI,MINI COOPER S,1.6 Hatch,Diesel,"1,598",5,1110610401
MINI,MINI COOPER S,1.6 Hatch R56,Petrol,"1,598",5,1110610402
MINI,MINI COOPER S,1.6 Hatch R60,Petrol,"1,598",5,1110610403
MINI,MINI COOPER S,1.6 High Hatch R60,Petrol,"1,598",5,1110610404
MINI,MINI COOPER S,CLUBMAN,Petrol,"1,998",5,1110610405
MINI,MINI COOPER S COUNTRYMAN,1.6 135 KW,Petrol,"1,598",5,1110610501
MINI,MINI COOPER S COUNTRYMAN,1.6 High 135 KW,Petrol,"1,598",5,1110610502
MINI,MINI COUNTRYMAN,Cooper SD,Diesel,"1,995",5,1110610503
MINI,MINI COUNTRYMAN,Cooper S,Petrol,"1,998",5,1110610504
MINI,MINI COUNTRYMAN,Cooper S JCW inspired,Petrol,"1,998",5,1110610505
MINI,ROVER MINI COOPER,1275 GT,Petrol,"1,275",5,1110610601
MINI,MINI COOPER D COUNTRYMAN,2.0 L R60 High (AT),Petrol,"1,998",5,1110610701
MINI,MINI COOPER D COUNTRYMAN,2.0 L LCI (AT),Petrol,"1,995",5,1110610702
MINI,MINI COOPER,D,Diesel,"1,496",4,1110611401
MINI,MINI COOPER,S,Petrol,"1,998",4,1110611402
MINI,MINI COOPER,S Carbon Edition,Petrol,"1,998",4,1110611403
MINI,MINI COOPER,S 3 DOOR,Petrol,"1,998",5,1110611404
MINI,MINI COOPER,D 3 DOOR,Diesel,"1,496",5,1110611405
CHEVROLET,AVEO,1.4,Petrol,"1,399",5,1110710101
CHEVROLET,AVEO,1.4,CNG,"1,399",5,1110710102
CHEVROLET,AVEO,1.4 E,Petrol,"1,399",5,1110710103
CHEVROLET,AVEO,1.4 LS,Petrol,"1,399",5,1110710104
CHEVROLET,AVEO,1.4 LS Ltd edition,Petrol,"1,399",5,1110710105
CHEVROLET,AVEO,1.4 LT,Petrol,"1,399",5,1110710106
CHEVROLET,AVEO,1.4 LT (ABS),Petrol,"1,399",5,1110710107
CHEVROLET,AVEO,1.6 LT,Petrol,"1,598",5,1110710108
CHEVROLET,AVEO,1.6 LT (ABS),Petrol,"1,598",5,1110710109
CHEVROLET,AVEO,1.6 LT Option pack,Petrol,"1,598",5,1110710110
CHEVROLET,AVEO,1.6 LT (MT),CNG,"1,598",5,1110710111
CHEVROLET,AVEO UVA,1.2,Petrol,"1,150",5,1110710201
CHEVROLET,AVEO UVA,1.2 LS,Petrol,"1,150",5,1110710202
CHEVROLET,AVEO UVA,1.2 LT,Petrol,"1,150",5,1110710203
CHEVROLET,AVEO UVA,1.2 LT (O) with Airbag,Petrol,"1,150",5,1110710204
CHEVROLET,AVEO UVA,1.2 LT (O),Petrol,"1,150",5,1110710205
CHEVROLET,AVEO UVA,LS,CNG,"1,150",5,1110710206
CHEVROLET,BEAT,1.0 LS,Diesel,936,5,1110710301
CHEVROLET,BEAT,1.0 LT,Diesel,936,5,1110710302
CHEVROLET,BEAT,1.0 LT (O),Diesel,936,5,1110710303
CHEVROLET,BEAT,1.0 PS,Diesel,936,5,1110710304
CHEVROLET,BEAT,1.0 TCDI,Diesel,936,5,1110710305
CHEVROLET,BEAT,1.2 LT,LPG,"1,199",5,1110710306
CHEVROLET,BEAT,1.2 Base,Petrol,"1,199",5,1110710307
CHEVROLET,BEAT,1.2 LS,Petrol,"1,199",5,1110710308
CHEVROLET,BEAT,1.2 LS,LPG,"1,199",5,1110710309
CHEVROLET,BEAT,1.2 LT,Petrol,"1,199",5,1110710310
CHEVROLET,BEAT,1.2 LT (O),Petrol,"1,199",5,1110710311
CHEVROLET,BEAT,1.2 PS,Petrol,"1,199",5,1110710312
CHEVROLET,BEAT,LS,Diesel,936,5,1110710313
CHEVROLET,BEAT,LS,Petrol,936,5,1110710314
CHEVROLET,BEAT,LT,Diesel,936,5,1110710315
CHEVROLET,BEAT,LT,Petrol,936,5,1110710316
CHEVROLET,BEAT,LTZ,Diesel,936,5,1110710317
CHEVROLET,BEAT,LTZ,Petrol,936,5,1110710318
CHEVROLET,BEAT,PS,Diesel,936,5,1110710319
CHEVROLET,BEAT,PS,Petrol,936,5,1110710320
CHEVROLET,BEAT,1.19 Base (MT),Petrol,"1,199",5,1110710321
CHEVROLET,BEAT,1.2 LTZ,Petrol,"1,199",5,1110710322
CHEVROLET,BEAT,1.2 LTZ,Diesel,"1,199",5,1110710323
CHEVROLET,BEAT,1.2 LS,CNG,"1,199",5,1110710324
CHEVROLET,BEAT,1.2 LT,CNG,"1,199",5,1110710325
CHEVROLET,BEAT,LT BSIII,Diesel,"1,199",5,1110710326
CHEVROLET,BEAT,LS,Diesel,"1,199",5,1110710327
CHEVROLET,BEAT,1.0 LT,Petrol,995,5,1110710328
CHEVROLET,CAPTIVA,2.0 AWD 5STR (AT),Diesel,"1,991",5,1110710401
CHEVROLET,CAPTIVA,2.0 AWD 7STR (AT),Diesel,"1,991",7,1110710402
CHEVROLET,CAPTIVA,2.0 LT 5STR,Diesel,"1,991",5,1110710403
CHEVROLET,CAPTIVA,2.0 LT 7STR,Diesel,"1,991",7,1110710404
CHEVROLET,CAPTIVA,2.0 LTZ 5STR,Diesel,"1,991",5,1110710405
CHEVROLET,CAPTIVA,2.0 LTZ 7STR,Diesel,"1,991",7,1110710406
CHEVROLET,CAPTIVA,2.0 LTZ AWD 5STR (AT),Diesel,"1,991",5,1110710407
CHEVROLET,CAPTIVA,2.0 LTZ AWD 7STR (AT),Diesel,"1,991",7,1110710408
CHEVROLET,CAPTIVA,2.2 LTZ AWD 7STR (AT),Diesel,"2,231",7,1110710409
CHEVROLET,CAPTIVA,Xtreme,Diesel,"1,991",7,1110710410
CHEVROLET,CAPTIVA,2.2L,Diesel,"2,231",7,1110710411
CHEVROLET,CAPTIVA,2.2L,Diesel,"2,231",5,1110710412
CHEVROLET,CAPTIVA,110 PS RXL ADVENTURE EDITION,Diesel,"1,461",5,1110710413
CHEVROLET,CRUZE,2.0 LT,Diesel,"1,991",5,1110710501
CHEVROLET,CRUZE,2.0 LT New,Diesel,"1,998",5,1110710502
CHEVROLET,CRUZE,2.0 LTZ,Diesel,"1,991",5,1110710503
CHEVROLET,CRUZE,2.0 LTZ (AT),Diesel,"1,991",5,1110710504
CHEVROLET,CRUZE,2.0 LTZ New (AT),Diesel,"1,998",5,1110710505
CHEVROLET,CRUZE,2.0 LTZ New (MT),Diesel,"1,998",5,1110710506
CHEVROLET,CRUZE,LTZ,Diesel,"1,998",5,1110710507
CHEVROLET,CRUZE,LTZ (AT),Diesel,"1,998",5,1110710508
CHEVROLET,CRUZE,J300,Petrol,"2,000",5,1110710509
CHEVROLET,ENJOY,1.3 TCDi LS 7STR,Diesel,"1,248",7,1110710601
CHEVROLET,ENJOY,1.3 TCDi LS 8STR,Diesel,"1,248",8,1110710602
CHEVROLET,ENJOY,1.3 TCDi LT 7STR,Diesel,"1,248",7,1110710603
CHEVROLET,ENJOY,1.3 TCDi LT 8STR,Diesel,"1,248",8,1110710604
CHEVROLET,ENJOY,1.3 TCDi LTZ 7STR,Diesel,"1,248",7,1110710605
CHEVROLET,ENJOY,1.3 TCDi LTZ 8STR,Diesel,"1,248",8,1110710606
CHEVROLET,ENJOY,1.4 LS 7STR,Petrol,"1,399",7,1110710607
CHEVROLET,ENJOY,1.4 LS 8STR,Petrol,"1,399",8,1110710608
CHEVROLET,ENJOY,1.4 LT 7STR,Petrol,"1,399",7,1110710609
CHEVROLET,ENJOY,1.4 LT 8STR,Petrol,"1,399",8,1110710610
CHEVROLET,ENJOY,1.4 LTZ 7,Petrol,"1,399",8,1110710611
CHEVROLET,ENJOY,1.4 LTZ 8,Petrol,"1,399",8,1110710612
CHEVROLET,ENJOY,1.3 LS,Diesel,"1,248",5,1110710613
CHEVROLET,OPTRA,1.6 Base,Petrol,"1,599",5,1110710701
CHEVROLET,OPTRA,1.6 Elite,Petrol,"1,599",5,1110710702
CHEVROLET,OPTRA,1.6 LS,Petrol,"1,599",5,1110710703
CHEVROLET,OPTRA,1.6 LS NY,Petrol,"1,599",5,1110710704
CHEVROLET,OPTRA,1.6 LT Royale,Petrol,"1,599",5,1110710705
CHEVROLET,OPTRA,1.6 NY,Petrol,"1,599",5,1110710706
CHEVROLET,OPTRA,1.6 Platinum,Petrol,"1,599",5,1110710707
CHEVROLET,OPTRA,1.8 LS,Petrol,"1,799",5,1110710708
CHEVROLET,OPTRA,1.8 LS NY,Petrol,"1,799",5,1110710709
CHEVROLET,OPTRA,1.8 LT,Petrol,"1,799",5,1110710710
CHEVROLET,OPTRA,1.8 LT (AT),Petrol,"1,799",5,1110710711
CHEVROLET,OPTRA,1.8 LT NY,Petrol,"1,799",5,1110710712
CHEVROLET,OPTRA,1.8 LT NY (AT),Petrol,"1,799",5,1110710713
CHEVROLET,OPTRA,LACETTI,Petrol,"1,799",5,1110710714
CHEVROLET,OPTRA,Viva,Petrol,"1,799",5,1110710715
CHEVROLET,OPTRA,1.6 LS,CNG,"1,599",5,1110710716
CHEVROLET,OPTRA MAGNUM,1.6 LS,Petrol,"1,598",5,1110710801
CHEVROLET,OPTRA MAGNUM,1.6 LT,Petrol,"1,598",5,1110710802
CHEVROLET,OPTRA MAGNUM,1.6 Max,Petrol,"1,598",5,1110710803
CHEVROLET,OPTRA MAGNUM,2.0 LS TCDI,Diesel,"1,991",5,1110710804
CHEVROLET,OPTRA MAGNUM,2.0 LT TCDI,Diesel,"1,991",5,1110710805
CHEVROLET,OPTRA MAGNUM,2.0 TCDi Max,Diesel,"1,991",5,1110710806
CHEVROLET,OPTRA SRV,1.6,Petrol,"1,598",5,1110710901
CHEVROLET,OPTRA SRV,1.6 (O),Petrol,"1,598",5,1110710902
CHEVROLET,SAIL,STD,Petrol,"1,199",5,1110711001
CHEVROLET,SAIL,1.2 Base,Petrol,"1,199",5,1110711002
CHEVROLET,SAIL,1.2 LS,Petrol,"1,199",5,1110711003
CHEVROLET,SAIL,1.2 LS (ABS),Petrol,"1,199",5,1110711004
CHEVROLET,SAIL,1.3 Base,Diesel,"1,248",5,1110711005
CHEVROLET,SAIL,1.3 LS,Diesel,"1,248",5,1110711006
CHEVROLET,SAIL,1.3 LS (ABS),Diesel,"1,248",5,1110711007
CHEVROLET,SAIL,1.3 LT (ABS),Diesel,"1,248",5,1110711008
CHEVROLET,SAIL,1.2 LS (ABS),Petrol,"1,199",5,1110711009
CHEVROLET,SAIL,1.2L ABS,Petrol,"1,199",5,1110711010
CHEVROLET,SAIL,1.2 PS,Petrol,"1,199",5,1110711011
CHEVROLET,SAIL,1.3 TCDi LT ABS,Diesel,"1,248",5,1110711012
CHEVROLET,SAIL,1.3 TCDi PS,Diesel,"1,248",5,1110711013
CHEVROLET,SAIL,1.2,Petrol,"1,199",5,1110711014
CHEVROLET,SAIL,1.2 LS NON ABS,Petrol,"1,199",5,1110711015
CHEVROLET,SAIL,1.2 LS (ABS)(MT),Petrol,"1,199",5,1110711016
CHEVROLET,SAIL,1.2 LT (ABS),Petrol,"1,199",5,1110711017
CHEVROLET,SAIL,1.3 TCDi,Diesel,"1,248",5,1110711018
CHEVROLET,SAIL,1.3 TCDi LS,Diesel,"1,248",5,1110711019
CHEVROLET,SAIL,1.3 TCDi LS (ABS),Diesel,"1,248",5,1110711020
CHEVROLET,SAIL,1.3 TCDi LT (ABS),Diesel,"1,248",5,1110711021
CHEVROLET,SAIL,1.3 TCDi LS,Diesel,"1,248",7,1110711022
CHEVROLET,SAIL UVA,1.2,Petrol,"1,199",5,1110711201
CHEVROLET,SAIL UVA,1.2 LS,Petrol,"1,199",5,1110711202
CHEVROLET,SAIL UVA,1.2 LS (ABS),Petrol,"1,199",5,1110711203
CHEVROLET,SAIL UVA,1.2 LT (ABS),Petrol,"1,199",5,1110711204
CHEVROLET,SAIL UVA,1.3 PS,Diesel,"1,248",5,1110711205
CHEVROLET,SAIL UVA,1.3 TCDi LS,Diesel,"1,248",5,1110711206
