make,model,variant,cc,seating_capacity,fuel_type,local_output,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,S 450 5 STR,2996,5,PETROL,38374,,,,,,,,,,,,,,,,,,,
HONDA,JAZZ,Non Metallic S CVT,1199,5,PETROL,32932,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,V CVT PETROL,1199,5,PETROL,38892,,,,,,,,,,,,,,,,,,,
VOLVO,S60,D5 SUMMUM,2400,5,DIESEL,21946,,,,,,,,,,,,,,,,,,,
VOLVO,S60,D5 KINETIC,2400,5,DIESEL,21945,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,D 4D G DIESEL,1364,5,DIESEL,22935,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,G DIESEL,1364,5,DIESEL,20126,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,D4 - DJS,1364,5,DIESEL,28814,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,D-4D GL,1364,5,DIESEL,29602,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,BEETLE,1.9 TDI MT,1896,5,DIESEL,21319,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TOUAREG,V10,4921,5,DIESEL,19182,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,PASSAT,COMFORTLINE DSG,1968,5,DIESEL,22774,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,PASSAT,HIGHLINE DSG,1968,5,DIESEL,13084,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,PASSAT,HIGHLINE 2.0 TDI,1968,5,DIESEL,22789,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,TOUAREG,3.0 V6 TDI,2967,5,DIESEL,13086,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,PASSAT,HIGHLINE DSG S,1968,5,DIESEL,13085,,,,,,,,,,,,,,,,,,,
SKODA,YETI,ELEGANCE 2.0 TDI CR 4X4,1968,5,DIESEL,24174,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,1.9 TDI MT ELEGANCE,1896,5,DIESEL,17068,,,,,,,,,,,,,,,,,,,
SKODA,YETI,AMBITION 2.0 TDI CR 4X4,1968,5,DIESEL,25715,,,,,,,,,,,,,,,,,,,
SKODA,YETI,ACTIVE 2.0 TDI CR 4X2,1968,5,DIESEL,24226,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO MANZA,LS QUADRAJET,1248,5,DIESEL,40084,,,,,,,,,,,,,,,,,,,
BMW,3-SERIES,320D GT LUXURY LINE,1995,5,DIESEL,28012,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID LDI,1248,7,DIESEL,40308,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID ZDI PLUS,1248,7,DIESEL,40310,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID ZDI,1248,7,DIESEL,40309,,,,,,,,,,,,,,,,,,,
BMW,7-SERIES,730 LD DPE,2993,5,DIESEL,32086,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT DIESEL AT,2755,7,DIESEL,38749,,,,,,,,,,,,,,,,,,,
HONDA,CIVIC,1.5 L,1493,5,PETROL,32942,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID ZXI AT,1462,7,PETROL,40257,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID ZXI,1462,7,PETROL,40254,,,,,,,,,,,,,,,,,,,
PORSCHE,CAYENNE,V6 PETROL,2995,5,PETROL,39869,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT,ZXI PLUS AGS,1197,5,PETROL,39299,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,530D SEDAN,2993,5,DIESEL,12438,,,,,,,,,,,,,,,,,,,
BMW,X6,XDRIVE 35D,2993,4,DIESEL,28968,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,530D M SPORT,2993,5,DIESEL,28777,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,520D LUXURY LINE,1995,5,DIESEL,27515,,,,,,,,,,,,,,,,,,,
BMW,X5,xDRIVE 30D EXPEDITION,2993,7,DIESEL,30030,,,,,,,,,,,,,,,,,,,
BMW,7-SERIES,730 LD PRESTIGE,2993,5,DIESEL,30343,,,,,,,,,,,,,,,,,,,
BMW,GRAN TURISMO,SPORT LINE,1995,5,DIESEL,31527,,,,,,,,,,,,,,,,,,,
BMW,X1,S DRIVE 20D,1995,5,DIESEL,21126,,,,,,,,,,,,,,,,,,,
BMW,X3,xDRIVE 20D LUXURY LINE,1995,5,DIESEL,38622,,,,,,,,,,,,,,,,,,,
BMW,X3,xDRIVE 30D,2993,5,DIESEL,23059,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,L&K 1.8 TSI AT,1798,5,PETROL,31352,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,STYLE 1.8 TSI AT,1798,5,PETROL,31310,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,2.8 V6,2771,5,PETROL,12923,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,1.8 TSI AT,1798,5,PETROL,19875,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,3.6 FSI 4x4,3597,5,PETROL,19873,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,V1,2362,5,PETROL,17473,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,W5 (AT),2494,5,PETROL,27874,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,V6,2362,5,PETROL,17519,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,W4 (AT),2362,5,PETROL,17091,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,V4,2362,5,PETROL,17518,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,HYBRID,2494,5,PETROL,26661,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,2.5L AT,2494,5,PETROL,26137,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,ACV30R,2362,5,PETROL,18580,,,,,,,,,,,,,,,,,,,
MITSUBISHI,OUTLANDER,2.4 MIVEC,2360,5,PETROL,12864,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,520D SEDAN,1995,5,DIESEL,12435,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NANO,TWIST XT,624,4,PETROL,27682,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO,K10 LXI (O) CNG 4 STR,998,4,CNG,40282,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,1.2 S (O ) MT i-VTEC,1198,5,PETROL,40350,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,1.9 TDI MT AMBIENTE,1896,5,DIESEL,17067,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,AMBIENTE 2.0 TDI CR AT,1968,5,DIESEL,19225,,,,,,,,,,,,,,,,,,,
BMW,X5,3.0D,2993,5,DIESEL,12447,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,530 D GRAN TURISMO,2993,5,DIESEL,19439,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID ZXI PLUS,1462,7,PETROL,40256,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID VXI AT,1462,7,PETROL,40255,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,TRD SPORTIVO DIESEL,1364,5,DIESEL,25778,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,HIGHLINE MT,1598,5,DIESEL,24221,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.5 COMFORTLINE DIESEL AT,1498,5,DIESEL,28982,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.5 TRENDLINE DIESEL,1498,5,DIESEL,28983,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,ETIOS,GD SP,1364,5,DIESEL,27055,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,GT TDI,1598,5,DIESEL,26879,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 GX MT 8 STR,2694,8,PETROL,32414,,,,,,,,,,,,,,,,,,,
SKODA,YETI,ELEGANCE 4 X 4,1968,5,DIESEL,28576,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,LAURA RS,1798,5,DIESEL,22862,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,ELEGANCE 1.8 TSI MT,1798,5,PETROL,24436,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,STYLE 1.8 TSI,1798,5,PETROL,32030,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,SPORTLINE 1.8 TSI AT,1798,5,PETROL,40129,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,V3,2362,5,PETROL,17474,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,ACV40R,2362,5,PETROL,20706,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,W3 (MT),2362,5,PETROL,17090,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,W1 (MT),2362,5,PETROL,13033,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,2.5 TDI COMFORT,2496,5,DIESEL,12922,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,2.5 TDI,2496,5,DIESEL,12921,,,,,,,,,,,,,,,,,,,
HONDA,BRIO,S MT,1198,5,PETROL,22552,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,VX CVT PETROL,1199,5,PETROL,31378,,,,,,,,,,,,,,,,,,,
HONDA,CITY,1.5 E MT,1497,5,PETROL,19093,,,,,,,,,,,,,,,,,,,
HONDA,CITY,1.3 LXI,1343,5,PETROL,17431,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,1.2 S MT PLUS i-VTEC,1198,5,PETROL,30355,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,1.2 EXMT i-VTEC,1198,5,PETROL,28266,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,1.2 SXMT i-VTEC,1198,5,PETROL,27532,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO 800,TOUR H1,796,5,PETROL,38307,,,,,,,,,,,,,,,,,,,
HONDA,CITY,V MT (AVN),1497,5,PETROL,26469,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,E PETROL,1198,5,PETROL,26114,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.5 HIGHLINE DIESEL AT,1498,5,DIESEL,28981,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,1.5 HIGHLINE DIESEL,1498,5,DIESEL,28984,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,SPORTLINE 2.0 TDI AT,1968,5,DIESEL,40130,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 GX AT 7 STR,2694,7,PETROL,32412,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 GX AT 8 STR,2694,8,PETROL,32411,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,KRAZ PETROL,1198,5,PETROL,39791,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,KRAZ PLUS PETROL,1198,5,PETROL,39792,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,KRAZ DIESEL,1497,5,DIESEL,39793,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,NEXON,KRAZ PLUS DIESEL,1497,5,DIESEL,39794,,,,,,,,,,,,,,,,,,,
VOLVO,S60,CROSS COUNTRY INSCRIPTION,2400,5,DIESEL,35671,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 GX MT 7 STR,2393,7,DIESEL,31519,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 G MT 8 STR,2393,8,DIESEL,31521,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,520D PRESTIGE,1995,5,DIESEL,30366,,,,,,,,,,,,,,,,,,,
BMW,5-SERIES,520D PRESTIGE PLUS,1995,5,DIESEL,30367,,,,,,,,,,,,,,,,,,,
BMW,X6,XDRIVE 40D M SPORT,2993,5,DIESEL,30200,,,,,,,,,,,,,,,,,,,
BMW,X3,xDRIVE 20D xLINE,1995,5,DIESEL,29459,,,,,,,,,,,,,,,,,,,
MINI,COOPER CABRIO,1.6,1598,4,PETROL,36317,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,TIGOR,REVOTRON XZ PLUS,1199,5,PETROL,39971,,,,,,,,,,,,,,,,,,,
HONDA,JAZZ,Non Metallic V CVT,1199,5,PETROL,32931,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,V CVT DIESEL,1498,5,DIESEL,38863,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,CAMRY,2.5V AT,2494,5,PETROL,38427,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,BEETLE,2.0 AT,1984,4,PETROL,17549,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,BEETLE,NULL,1276,5,PETROL,21715,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,BEETLE,1.4 TSI,1395,4,PETROL,31160,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,BEETLE,1.4 TSI AT,1395,5,PETROL,33327,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,SUMMUM D3,1984,4,DIESEL,40055,,,,,,,,,,,,,,,,,,,
SKODA,YETI,AMBIENTE,1968,5,DIESEL,20907,,,,,,,,,,,,,,,,,,,
MARUTI,ALTO 800,Lxi CNG (4 STR),796,4,CNG,32745,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ZEST,XMS QUADRAJET 90PS DIESEL,1248,5,DIESEL,28491,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ZEST,XTA QUADRAJET 90PS DIESEL,1248,5,DIESEL,36325,,,,,,,,,,,,,,,,,,,
VOLVO,S60,KINETIC D3,1984,5,DIESEL,24206,,,,,,,,,,,,,,,,,,,
VOLVO,V40,CROSS COUNTRY D3,1984,5,DIESEL,26361,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,2.0 KINETIC D3,1984,5,DIESEL,24419,,,,,,,,,,,,,,,,,,,
VOLVO,S90,INSCRIPTION LUXURY,1969,5,DIESEL,34716,,,,,,,,,,,,,,,,,,,
VOLVO,V40 CROSS COUNTRY,D3 INSCRIPTION,1969,5,DIESEL,34764,,,,,,,,,,,,,,,,,,,
VOLVO,S60,D4,1984,5,DIESEL,25821,,,,,,,,,,,,,,,,,,,
MARUTI,BALENO HATCHBACK,RS,998,5,PETROL,32339,,,,,,,,,,,,,,,,,,,
PORSCHE,911,GT3 RS 2 STR,3996,2,PETROL,40008,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,SMART HYBRID VXI,1462,7,PETROL,40251,,,,,,,,,,,,,,,,,,,
HONDA,CITY,SV MT PETROL,1497,5,PETROL,27474,,,,,,,,,,,,,,,,,,,
HONDA,CITY,V MT PETROL,1497,5,PETROL,27473,,,,,,,,,,,,,,,,,,,
HONDA,JAZZ,X,1198,5,PETROL,20679,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,1.9 TDI MT,1896,5,DIESEL,19904,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,2.0 TDI AT L AND K,1968,5,DIESEL,17069,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,DG,1364,5,DIESEL,32098,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,1.4 HO DIESEL,1364,5,DIESEL,24415,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,PASSAT,TRENDLINE MT,1968,5,DIESEL,25697,,,,,,,,,,,,,,,,,,,
VOLVO,S90,MOMENTUM D4,1969,5,DIESEL,39979,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q5,45 TFSI TECHNOLOGY,1984,5,PETROL,40018,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,INDIGO ECS,GLS,1193,5,PETROL,33172,,,,,,,,,,,,,,,,,,,
AUDI,AUDI Q7,40 TFSI PREMIUM PLUS,1984,7,PETROL,39006,,,,,,,,,,,,,,,,,,,
BMW,3-SERIES,330 D,2993,4,DIESEL,22970,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,KINETIC D4,1984,5,DIESEL,27270,,,,,,,,,,,,,,,,,,,
HONDA,JAZZ,MODE,1198,5,PETROL,12629,,,,,,,,,,,,,,,,,,,
JEEP,COMPASS,LIMITED PLUS 2.0 DIESEL,1956,5,DIESEL,39607,,,,,,,,,,,,,,,,,,,
JEEP,COMPASS,LIMITED PLUS 2.0 DIESEL 4X4,1956,5,DIESEL,39606,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.4 VX MT 7 STR,2393,7,DIESEL,36826,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 G MT 7 STR,2393,7,DIESEL,31520,,,,,,,,,,,,,,,,,,,
FORD,ECOSPORT,AMBIENTE 1.5 TDCi,1498,5,DIESEL,26384,,,,,,,,,,,,,,,,,,,
MITSUBISHI,OUTLANDER,2.4 MIVEC 7 SEATER,2360,7,PETROL,24130,,,,,,,,,,,,,,,,,,,
HONDA,CITY,GXI,1497,5,PETROL,22615,,,,,,,,,,,,,,,,,,,
HONDA,JAZZ,1.2 S MT,1198,5,PETROL,22322,,,,,,,,,,,,,,,,,,,
HONDA,CITY,1.5 EXI AT,1497,5,PETROL,25742,,,,,,,,,,,,,,,,,,,
HONDA,BRIO,E MT,1198,5,PETROL,22553,,,,,,,,,,,,,,,,,,,
HONDA,CITY,SV PETROL,1497,5,PETROL,35812,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,PLATINUM ETIOS,GXD,1364,5,DIESEL,36476,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,220 CDI BLUE EFFICIENCY,2143,5,DIESEL,26881,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,ZXI PLUS,1373,7,PETROL,30854,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,ZXI,1373,7,PETROL,24000,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,PLATINUM ETIOS,VXD,1364,5,DIESEL,36478,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,PLATINUM ETIOS,VX,1496,5,PETROL,36475,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,PLATINUM ETIOS,VD,1364,5,DIESEL,36477,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,L&K 2.0 TDI AT,1968,5,DIESEL,32400,,,,,,,,,,,,,,,,,,,
VOLVO,XC90,EXCELLENCE,1969,4,PETROL,36071,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,CLS,250 CDI,2143,5,DIESEL,30039,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,B-CLASS,B 180 CDI,2143,5,DIESEL,26498,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,AMBITION 2.0 TDI CR AT,1968,5,DIESEL,27088,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,ACTIVE 2.0 TDI CR,1968,5,DIESEL,27082,,,,,,,,,,,,,,,,,,,
SKODA,OCTAVIA,AMBITION 2.0 TDI CR,1968,5,DIESEL,27086,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,ELEGANCE 1.9 PD,1896,5,DIESEL,12912,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,1.9 TDI AT AMBIENTE,1896,5,DIESEL,17065,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,1.9 TDI AT ELEGANCE,1896,5,DIESEL,17066,,,,,,,,,,,,,,,,,,,
FERRARI,812,SUPERFAST,6496,2,PETROL,40010,,,,,,,,,,,,,,,,,,,
SKODA,SUPERB,ELEGANCE 1.8 TSI AT,1798,5,PETROL,24435,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,63 AMG.,3982,5,PETROL,39965,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,1.2 VXMT i-VTEC,1198,5,PETROL,27060,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT,ZDI PLUS AGS,1248,5,DIESEL,39468,,,,,,,,,,,,,,,,,,,
VOLVO,XC60,SUMMUM D4,1984,5,DIESEL,27271,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,ELEGANCE 2.0 TDI CR AT,1968,5,DIESEL,19229,,,,,,,,,,,,,,,,,,,
SKODA,YETI,ELEGANCE,1968,5,DIESEL,20906,,,,,,,,,,,,,,,,,,,
SKODA,YETI,ELEGANCE 4 X 2,1968,5,DIESEL,28575,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,L AND K 1.9 PD,1896,5,DIESEL,12913,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,AMBIENTE 2.0 TDI CR MT,1968,5,DIESEL,19226,,,,,,,,,,,,,,,,,,,
SKODA,LAURA,ELEGANCE 2.0 TDI CR MT,1968,5,DIESEL,19230,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.7 GX MT 7 STR,2694,7,PETROL,32415,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.7 VX MT 7 STR,2694,7,PETROL,36825,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.7 ZX AT 7 STR,2694,7,PETROL,36824,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,TOURING SPORT 2.8 ZX AT 7 STR,2755,7,DIESEL,36827,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,AMEO,1.0L HIGHLINE PLUS (P),999,5,PETROL,39230,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,S-CLASS,350 D,2925,5,DIESEL,31414,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,C 220 CDI STYLE,2143,5,DIESEL,31329,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,GL,320 CDI,2987,5,DIESEL,20255,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,CLA,200 CDI Sport,2143,5,DIESEL,29374,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,M-CLASS,W164,2987,5,DIESEL,29301,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,B-CLASS,B 200 CDI,2143,5,DIESEL,29569,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,250CDIBlueEFFICIENCY,2143,5,DIESEL,18036,,,,,,,,,,,,,,,,,,,
MITSUBISHI,MONTERO,3.2 GLS,3200,7,DIESEL,12863,,,,,,,,,,,,,,,,,,,
VOLVO,S60,SUMMUM D3,1984,5,DIESEL,24205,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,C-CLASS,C 200 PROGRESSIVE,1497,5,PETROL,40302,,,,,,,,,,,,,,,,,,,
MARUTI,WAGON R,VXI WITH ABS - BS III,1061,5,PETROL,12819,,,,,,,,,,,,,,,,,,,
MARUTI,ERTIGA,ZXI AT,1462,7,PETROL,40060,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,TOURING SPORT 2.7 ZX AT,2494,7,PETROL,39011,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA,TOURING SPORT 2.7 VX MT,2494,7,PETROL,39012,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,BEAT,LT 1.0,936,5,DIESEL,22295,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,2.0 LT 5 STR,1991,5,DIESEL,25286,,,,,,,,,,,,,,,,,,,
GENERAL MOTORS,CAPTIVA,2.0 LT MT,1991,7,DIESEL,17426,,,,,,,,,,,,,,,,,,,
BMW,6-SERIES,GT 630D LUXURY LINE,2993,5,DIESEL,39030,,,,,,,,,,,,,,,,,,,
HONDA,AMAZE,S AT PETROL,1198,5,PETROL,26108,,,,,,,,,,,,,,,,,,,
HONDA,CITY,1.5 S MT,1497,5,PETROL,19091,,,,,,,,,,,,,,,,,,,
BMW,7-SERIES,730 LD,2993,5,DIESEL,21083,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A6,2.0 TDI,1968,5,DIESEL,22660,,,,,,,,,,,,,,,,,,,
TATA MOTORS LTD,ZEST,XE QUADRAJET 75PS DIESEL,1248,5,DIESEL,28487,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,AMEO,1.0L TRENDLINE (P),999,5,PETROL,40040,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,2393,8,DIESEL,36644,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,2755,7,DIESEL,31512,,,,,,,,,,,,,,,,,,,
AUDI,AUDI A4,35 TDI PREMIUM PLUS,1968,5,DIESEL,40243,,,,,,,,,,,,,,,,,,,
BMW,X3,xDRIVE 30D,2993,5,DIESEL,23059,,,,,,,,,,,,,,,,,,,
MARUTI,CIAZ,ZDI SHVS,1248,5,DIESEL,31668,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,HIGHLINE DIESEL,1598,5,DIESEL,20377,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.2L COMFORTLINE (D),1199,5,DIESEL,18626,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.2L TRENDLINE (D),1199,5,DIESEL,18625,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,VENTO,TRENDLINE DIESEL,1598,5,DIESEL,20374,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,POLO,1.2L HIGHLINE (D),1199,5,DIESEL,18627,,,,,,,,,,,,,,,,,,,
MARUTI,BALENO HATCHBACK,Sigma 1.2,1197,5,PETROL,30559,,,,,,,,,,,,,,,,,,,
MARUTI,DZIRE,VXI,1197,5,PETROL,36542,,,,,,,,,,,,,,,,,,,
TOYOTA KIRLOSKAR,COROLLA ALTIS,HN G DIESEL,1364,5,DIESEL,22662,,,,,,,,,,,,,,,,,,,
PORSCHE,PANAMERA,TURBO SPORT TURISMO,3996,5,PETROL,40168,,,,,,,,,,,,,,,,,,,
PORSCHE,PANAMERA,TURBO EXECUTIVE,3996,5,PETROL,40167,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT,1.2 LXi,1197,5,PETROL,38117,,,,,,,,,,,,,,,,,,,
MARUTI,SWIFT,1.3 ZDi AMT,1248,5,DIESEL,38125,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,E-CLASS,E 400 CABRIOLET 4 SEATER,2996,4,PETROL,36115,,,,,,,,,,,,,,,,,,,
MERCEDES-BENZ.,MAYBACH,S 500 EURO IV,4663,5,PETROL,36590,,,,,,,,,,,,,,,,,,,
